date,state,total_cases_cum,total_death_cum,total_cases,total_death
2020-02-18,MI,0,0,0.0,0.0
2020-02-19,MI,0,0,0.0,0.0
2020-02-20,MI,0,0,0.0,0.0
2020-02-21,MI,0,0,0.0,0.0
2020-02-22,MI,0,0,0.0,0.0
2020-02-23,MI,0,0,0.0,0.0
2020-02-24,MI,0,0,0.0,0.0
2020-02-25,MI,0,0,0.0,0.0
2020-02-26,MI,0,0,0.0,0.0
2020-02-27,MI,0,0,0.0,0.0
2020-02-28,MI,0,0,0.0,0.0
2020-02-29,MI,0,0,0.0,0.0
2020-03-01,MI,14,0,14.0,0.0
2020-03-02,MI,27,1,13.0,1.0
2020-03-03,MI,49,1,22.0,0.0
2020-03-04,MI,73,1,24.0,0.0
2020-03-05,MI,99,1,26.0,0.0
2020-03-06,MI,141,1,42.0,0.0
2020-03-07,MI,189,1,48.0,0.0
2020-03-08,MI,252,1,63.0,0.0
2020-03-09,MI,376,1,124.0,0.0
2020-03-10,MI,533,1,157.0,0.0
2020-03-11,MI,736,1,203.0,0.0
2020-03-12,MI,1014,2,278.0,1.0
2020-03-13,MI,1389,2,375.0,0.0
2020-03-14,MI,1782,2,393.0,0.0
2020-03-15,MI,2277,3,495.0,1.0
2020-03-16,MI,3021,5,744.0,2.0
2020-03-17,MI,3865,5,844.0,0.0
2020-03-18,MI,4829,8,964.0,3.0
2020-03-19,MI,5673,13,844.0,5.0
2020-03-20,MI,6714,17,1041.0,4.0
2020-03-21,MI,7566,26,852.0,9.0
2020-03-22,MI,8412,38,846.0,12.0
2020-03-23,MI,9745,59,1333.0,21.0
2020-03-24,MI,10900,88,1155.0,29.0
2020-03-25,MI,12158,113,1258.0,25.0
2020-03-26,MI,13376,165,1218.0,52.0
2020-03-27,MI,14759,218,1383.0,53.0
2020-03-28,MI,15865,288,1106.0,70.0
2020-03-29,MI,16823,358,958.0,70.0
2020-03-30,MI,18505,442,1682.0,84.0
2020-03-31,MI,19903,558,1398.0,116.0
2020-04-01,MI,21593,687,1690.0,129.0
2020-04-02,MI,22811,813,1218.0,126.0
2020-04-03,MI,24107,930,1296.0,117.0
2020-04-04,MI,25191,1048,1084.0,118.0
2020-04-05,MI,26115,1172,924.0,124.0
2020-04-06,MI,27573,1314,1458.0,142.0
2020-04-13,MI,35180,2422,1165.0,143.0
2020-04-14,MI,36236,2565,1056.0,143.0
2020-04-15,MI,37291,2704,1055.0,139.0
2020-04-17,MI,39445,3019,1019.0,145.0
2020-04-18,MI,40278,3143,833.0,124.0
2020-04-19,MI,40894,3271,616.0,128.0
2020-04-20,MI,42027,3384,1133.0,113.0
2020-04-21,MI,43429,3508,1402.0,124.0
2020-04-22,MI,44908,3643,1479.0,135.0
2020-04-23,MI,46192,3755,1284.0,112.0
2020-04-24,MI,47572,3870,1380.0,115.0
2020-04-25,MI,48265,3987,693.0,117.0
2020-04-26,MI,48922,4094,657.0,107.0
2020-04-27,MI,50183,4205,1261.0,111.0
2020-04-28,MI,51401,4310,1218.0,105.0
2020-04-29,MI,52859,4398,1458.0,88.0
2020-04-30,MI,54435,4502,1576.0,104.0
2020-05-01,MI,55606,4585,1171.0,83.0
2020-05-02,MI,56292,4646,686.0,61.0
2020-05-03,MI,56793,4715,501.0,69.0
2020-05-04,MI,58263,4800,1470.0,85.0
2020-05-05,MI,59707,4860,1444.0,60.0
2020-05-06,MI,61189,4917,1482.0,57.0
2020-05-07,MI,62445,5010,1256.0,93.0
2020-05-08,MI,65293,5071,2848.0,61.0
2020-05-09,MI,66474,5122,1181.0,51.0
2020-05-10,MI,66961,5169,487.0,47.0
2020-05-11,MI,69581,5226,2620.0,57.0
2020-05-12,MI,72260,5277,2679.0,51.0
2020-05-13,MI,73848,5321,1588.0,44.0
2020-05-14,MI,77180,5367,3332.0,46.0
2020-05-15,MI,80792,5413,3612.0,46.0
2020-05-16,MI,81494,5444,702.0,31.0
2020-05-17,MI,81946,5484,452.0,40.0
2020-05-18,MI,84491,5517,2545.0,33.0
2020-05-19,MI,87181,5558,2690.0,41.0
2020-05-20,MI,88426,5603,1245.0,45.0
2020-05-21,MI,89671,5645,1245.0,42.0
2020-05-22,MI,91597,5676,1926.0,31.0
2020-05-23,MI,92087,5705,490.0,29.0
2020-05-24,MI,92435,5737,348.0,32.0
2020-05-25,MI,92766,5776,331.0,39.0
2020-05-26,MI,93911,5806,1145.0,30.0
2020-05-27,MI,95094,5831,1183.0,25.0
2020-05-28,MI,96146,5859,1052.0,28.0
2020-05-29,MI,97200,5884,1054.0,25.0
2020-05-30,MI,97719,5913,519.0,29.0
2020-05-31,MI,98121,5932,402.0,19.0
2020-06-01,MI,99002,5959,881.0,27.0
2020-06-02,MI,100065,5979,1063.0,20.0
2020-06-03,MI,100953,5995,888.0,16.0
2020-06-04,MI,101813,6019,860.0,24.0
2020-06-05,MI,102593,6031,780.0,12.0
2020-06-06,MI,103014,6046,421.0,15.0
2020-06-07,MI,103322,6066,308.0,20.0
2020-06-08,MI,104253,6082,931.0,16.0
2020-06-09,MI,105077,6095,824.0,13.0
2020-06-10,MI,105896,6114,819.0,19.0
2020-06-11,MI,106632,6125,736.0,11.0
2020-06-12,MI,107439,6135,807.0,10.0
2020-06-13,MI,107884,6146,445.0,11.0
2020-06-14,MI,108185,6155,301.0,9.0
2020-06-15,MI,109044,6169,859.0,14.0
2020-06-16,MI,109874,6177,830.0,8.0
2020-06-17,MI,110849,6188,975.0,11.0
2020-06-18,MI,111653,6201,804.0,13.0
2020-06-19,MI,112501,6212,848.0,11.0
2020-06-20,MI,112981,6221,480.0,9.0
2020-06-21,MI,113426,6231,445.0,10.0
2020-06-22,MI,114614,6244,1188.0,13.0
2020-06-23,MI,116013,6255,1399.0,11.0
2020-06-24,MI,117413,6260,1400.0,5.0
2020-06-25,MI,118901,6269,1488.0,9.0
2020-06-26,MI,120280,6274,1379.0,5.0
2020-06-27,MI,121025,6286,745.0,12.0
2020-06-28,MI,121627,6293,602.0,7.0
2020-06-29,MI,123500,6303,1873.0,10.0
2020-06-30,MI,125203,6309,1703.0,6.0
2020-07-01,MI,126829,6316,1626.0,7.0
2020-07-02,MI,128230,6324,1401.0,8.0
2020-07-03,MI,129157,6333,927.0,9.0
2020-07-04,MI,129691,6343,534.0,10.0
2020-07-05,MI,130392,6349,701.0,6.0
2020-07-06,MI,131995,6358,1603.0,9.0
2020-07-07,MI,133657,6368,1662.0,10.0
2020-07-08,MI,135277,6374,1620.0,6.0
2020-07-09,MI,136785,6382,1508.0,8.0
2020-07-10,MI,138248,6390,1463.0,8.0
2020-07-11,MI,139150,6399,902.0,9.0
2020-07-12,MI,139913,6408,763.0,9.0
2020-07-13,MI,141733,6412,1820.0,4.0
2020-07-14,MI,143429,6414,1696.0,2.0
2020-07-15,MI,145188,6420,1759.0,6.0
2020-07-16,MI,146849,6427,1661.0,7.0
2020-07-17,MI,148322,6432,1473.0,5.0
2020-07-18,MI,149210,6441,888.0,9.0
2020-07-19,MI,149904,6444,694.0,3.0
2020-07-20,MI,151653,6452,1749.0,8.0
2020-07-21,MI,153182,6458,1529.0,6.0
2020-07-22,MI,154774,6471,1592.0,13.0
2020-07-23,MI,156190,6476,1416.0,5.0
2020-07-24,MI,157561,6481,1371.0,5.0
2020-07-25,MI,158429,6486,868.0,5.0
2020-07-26,MI,159087,6500,658.0,14.0
2020-07-27,MI,160683,6512,1596.0,12.0
2020-07-28,MI,162204,6518,1521.0,6.0
2020-07-29,MI,163719,6524,1515.0,6.0
2020-07-30,MI,165160,6536,1441.0,12.0
2020-07-31,MI,166566,6545,1406.0,9.0
2020-08-01,MI,167533,6555,967.0,10.0
2020-08-02,MI,168325,6565,792.0,10.0
2020-08-03,MI,169994,6574,1669.0,9.0
2020-08-04,MI,171580,6580,1586.0,6.0
2020-08-05,MI,173081,6584,1501.0,4.0
2020-08-06,MI,174435,6589,1354.0,5.0
2020-08-07,MI,175821,6602,1386.0,13.0
2020-08-08,MI,176769,6612,948.0,10.0
2020-08-09,MI,177576,6623,807.0,11.0
2020-08-10,MI,179340,6626,1764.0,3.0
2020-08-11,MI,181046,6641,1706.0,15.0
2020-08-12,MI,182575,6651,1529.0,10.0
2020-08-13,MI,183987,6662,1412.0,11.0
2020-08-14,MI,185339,6672,1352.0,10.0
2020-08-15,MI,186229,6682,890.0,10.0
2020-08-16,MI,186956,6690,727.0,8.0
2020-08-17,MI,188577,6701,1621.0,11.0
2020-08-18,MI,190031,6711,1454.0,10.0
2020-08-19,MI,191483,6725,1452.0,14.0
2020-08-20,MI,192850,6736,1367.0,11.0
2020-08-21,MI,194208,6743,1358.0,7.0
2020-08-22,MI,195093,6749,885.0,6.0
2020-08-23,MI,195914,6761,821.0,12.0
2020-08-24,MI,197448,6770,1534.0,9.0
2020-08-25,MI,198855,6783,1407.0,13.0
2020-08-26,MI,200147,6793,1292.0,10.0
2020-08-27,MI,201379,6802,1232.0,9.0
2020-08-28,MI,202649,6813,1270.0,11.0
2020-08-29,MI,203619,6817,970.0,4.0
2020-08-30,MI,204331,6824,712.0,7.0
2020-08-31,MI,205744,6835,1413.0,11.0
2020-09-01,MI,207181,6848,1437.0,13.0
2020-09-02,MI,208606,6858,1425.0,10.0
2020-09-03,MI,209822,6869,1216.0,11.0
2020-09-04,MI,210933,6874,1111.0,5.0
2020-09-05,MI,211743,6882,810.0,8.0
2020-09-06,MI,212410,6892,667.0,10.0
2020-09-07,MI,213244,6900,834.0,8.0
2020-09-08,MI,214830,6909,1586.0,9.0
2020-09-09,MI,216432,6914,1602.0,5.0
2020-09-10,MI,217700,6921,1268.0,7.0
2020-09-11,MI,219085,6929,1385.0,8.0
2020-09-12,MI,220033,6934,948.0,5.0
2020-09-13,MI,220852,6942,819.0,8.0
2020-09-14,MI,222404,6951,1552.0,9.0
2020-09-15,MI,223952,6961,1548.0,10.0
2020-09-16,MI,225374,6970,1422.0,9.0
2020-09-17,MI,226709,6984,1335.0,14.0
2020-09-18,MI,227993,6998,1284.0,14.0
2020-09-19,MI,228798,7006,805.0,8.0
2020-09-20,MI,229701,7011,903.0,5.0
2020-09-21,MI,231659,7018,1958.0,7.0
2020-09-22,MI,233427,7025,1768.0,7.0
2020-09-23,MI,235137,7039,1710.0,14.0
2020-09-24,MI,236359,7050,1222.0,11.0
2020-09-25,MI,237401,7063,1042.0,13.0
2020-09-26,MI,238263,7078,862.0,15.0
2020-09-27,MI,239089,7090,826.0,12.0
2020-09-28,MI,240333,7099,1244.0,9.0
2020-09-29,MI,241446,7116,1113.0,17.0
2020-09-30,MI,242540,7125,1094.0,9.0
2020-10-01,MI,243596,7141,1056.0,16.0
2020-10-02,MI,244667,7152,1071.0,11.0
2020-10-03,MI,245623,7177,956.0,25.0
2020-10-04,MI,246509,7191,886.0,14.0
2020-10-05,MI,248053,7204,1544.0,13.0
2020-10-06,MI,249560,7219,1507.0,15.0
2020-10-07,MI,251130,7232,1570.0,13.0
2020-10-08,MI,252717,7245,1587.0,13.0
2020-10-09,MI,254293,7263,1576.0,18.0
2020-10-10,MI,255618,7282,1325.0,19.0
2020-10-11,MI,256851,7290,1233.0,8.0
2020-10-12,MI,258848,7313,1997.0,23.0
2020-10-13,MI,260796,7334,1948.0,21.0
2020-10-14,MI,262806,7354,2010.0,20.0
2020-10-15,MI,264602,7371,1796.0,17.0
2020-10-16,MI,266398,7393,1796.0,22.0
2020-10-17,MI,267992,7419,1594.0,26.0
2020-10-18,MI,269496,7442,1504.0,23.0
2020-10-19,MI,272074,7464,2578.0,22.0
2020-10-20,MI,274649,7493,2575.0,29.0
2020-10-21,MI,277285,7516,2636.0,23.0
2020-10-22,MI,279992,7540,2707.0,24.0
2020-10-23,MI,282644,7570,2652.0,30.0
2020-10-24,MI,284955,7599,2311.0,29.0
2020-10-25,MI,287095,7622,2140.0,23.0
2020-10-26,MI,290951,7646,3856.0,24.0
2020-10-27,MI,294748,7669,3797.0,23.0
2020-10-28,MI,298633,7702,3885.0,33.0
2020-10-29,MI,302278,7726,3645.0,24.0
2020-10-30,MI,306101,7762,3823.0,36.0
2020-10-31,MI,309045,7797,2944.0,35.0
2020-11-01,MI,312283,7831,3238.0,34.0
2020-11-02,MI,318122,7868,5839.0,37.0
2020-11-03,MI,323780,7903,5658.0,35.0
2020-11-04,MI,329976,7949,6196.0,46.0
2020-11-05,MI,335991,8002,6015.0,53.0
2020-11-06,MI,341946,8062,5955.0,60.0
2020-11-07,MI,346611,8122,4665.0,60.0
2020-11-08,MI,350891,8177,4280.0,55.0
2020-11-14,MI,392634,8564,4761.0,63.0
2020-11-15,MI,396531,8652,3897.0,88.0
2020-11-19,MI,424735,9007,6304.0,93.0
2020-11-20,MI,431018,9092,6283.0,85.0
2020-11-21,MI,435355,9207,4337.0,115.0
2020-11-22,MI,438987,9303,3632.0,96.0
2020-11-25,MI,459430,9625,6140.0,93.0
2020-11-26,MI,461924,9715,2494.0,90.0
2020-11-27,MI,467197,9831,5273.0,116.0
2020-11-28,MI,471349,9938,4152.0,107.0
2020-11-29,MI,475061,10049,3712.0,111.0
2020-12-01,MI,488716,10305,6504.0,131.0
2020-12-02,MI,494990,10420,6274.0,115.0
2020-12-03,MI,500334,10528,5344.0,108.0
2020-12-04,MI,505282,10665,4948.0,137.0
2020-12-05,MI,508862,10810,3580.0,145.0
2020-12-06,MI,511894,10936,3032.0,126.0
2020-12-07,MI,517434,11068,5540.0,132.0
2020-12-09,MI,526372,11370,4467.0,141.0
2020-12-10,MI,530200,11486,3828.0,116.0
2020-12-11,MI,534021,11616,3821.0,130.0
2020-12-12,MI,536632,11754,2611.0,138.0
2020-12-13,MI,538939,11882,2307.0,128.0
2020-12-14,MI,542890,12008,3951.0,126.0
2020-12-15,MI,546513,12126,3623.0,118.0
2020-12-16,MI,549913,12249,3400.0,123.0
2020-12-17,MI,552843,12388,2930.0,139.0
2020-12-18,MI,555870,12513,3027.0,125.0
2020-12-19,MI,557977,12620,2107.0,107.0
2020-12-20,MI,559824,12738,1847.0,118.0
2020-12-21,MI,563086,12864,3262.0,126.0
2020-12-22,MI,565805,12957,2719.0,93.0
2020-12-23,MI,568634,13067,2829.0,110.0
2020-12-24,MI,570566,13166,1932.0,99.0
2020-12-25,MI,571919,13266,1353.0,100.0
2020-12-26,MI,574465,13365,2546.0,99.0
2020-12-27,MI,576755,13463,2290.0,98.0
2020-12-28,MI,580693,13563,3938.0,100.0
2020-12-29,MI,584027,13647,3334.0,84.0
2020-12-30,MI,587161,13738,3134.0,91.0
2020-12-31,MI,589728,13816,2567.0,78.0
2021-01-01,MI,591739,13916,2011.0,100.0
2021-01-02,MI,594292,13994,2553.0,78.0
2021-01-03,MI,596641,14077,2349.0,83.0
2021-01-04,MI,600622,14150,3981.0,73.0
2021-01-05,MI,604025,14225,3403.0,75.0
2021-01-06,MI,606972,14294,2947.0,69.0
2021-01-07,MI,609714,14382,2742.0,88.0
2021-01-08,MI,612293,14476,2579.0,94.0
2021-01-09,MI,614280,14546,1987.0,70.0
2021-01-10,MI,616064,14635,1784.0,89.0
2021-01-11,MI,618799,14709,2735.0,74.0
2021-01-12,MI,621080,14785,2281.0,76.0
2021-01-13,MI,623278,14847,2198.0,62.0
2021-01-14,MI,625496,14911,2218.0,64.0
2021-01-15,MI,627792,14977,2296.0,66.0
2021-01-16,MI,629339,15043,1547.0,66.0
2021-01-17,MI,630809,15110,1470.0,67.0
2021-01-18,MI,633020,15155,2211.0,45.0
2021-01-19,MI,635084,15224,2064.0,69.0
2021-01-20,MI,637140,15278,2056.0,54.0
2021-01-21,MI,638955,15343,1815.0,65.0
2021-01-22,MI,640814,15403,1859.0,60.0
2021-01-23,MI,642230,15455,1416.0,52.0
2021-01-24,MI,643425,15499,1195.0,44.0
2021-01-25,MI,645470,15547,2045.0,48.0
2021-01-26,MI,647078,15595,1608.0,48.0
2021-01-27,MI,648770,15640,1692.0,45.0
2021-01-28,MI,650190,15678,1420.0,38.0
2021-01-29,MI,651502,15730,1312.0,52.0
2021-01-30,MI,652662,15769,1160.0,39.0
2021-01-31,MI,653662,15824,1000.0,55.0
2021-02-01,MI,655301,15864,1639.0,40.0
2021-02-02,MI,656630,15901,1329.0,37.0
2021-02-03,MI,657920,15947,1290.0,46.0
2021-02-04,MI,659196,15995,1276.0,48.0
2021-02-05,MI,660407,16042,1211.0,47.0
2021-02-06,MI,661457,16086,1050.0,44.0
2021-02-07,MI,662403,16109,946.0,23.0
2021-02-08,MI,664152,16138,1749.0,29.0
2021-02-09,MI,665985,16166,1833.0,28.0
2021-02-10,MI,667512,16199,1527.0,33.0
2021-02-11,MI,668842,16240,1330.0,41.0
2021-02-12,MI,670111,16274,1269.0,34.0
2021-02-13,MI,671056,16303,945.0,29.0
2021-02-14,MI,671883,16335,827.0,32.0
2021-02-15,MI,673310,16359,1427.0,24.0
2021-02-16,MI,674468,16383,1158.0,24.0
2021-02-17,MI,675908,16418,1440.0,35.0
2021-02-18,MI,677090,16446,1182.0,28.0
2021-02-19,MI,678136,16473,1046.0,27.0
2021-02-20,MI,679032,16493,896.0,20.0
2021-02-21,MI,679941,16507,909.0,14.0
2021-02-22,MI,681360,16534,1419.0,27.0
2021-02-23,MI,682707,16550,1347.0,16.0
2021-02-24,MI,684010,16566,1303.0,16.0
2021-02-25,MI,685190,16587,1180.0,21.0
2021-02-26,MI,686502,16603,1312.0,16.0
2021-02-27,MI,687523,16624,1021.0,21.0
2021-02-28,MI,688580,16644,1057.0,20.0
2021-03-01,MI,690394,16664,1814.0,20.0
2021-03-02,MI,691971,16683,1577.0,19.0
2021-03-03,MI,693656,16694,1685.0,11.0
2021-03-04,MI,695257,16711,1601.0,17.0
2021-03-05,MI,696947,16727,1690.0,16.0
2021-03-06,MI,698385,16745,1438.0,18.0
2021-03-07,MI,699761,16755,1376.0,10.0
2021-03-08,MI,701989,16773,2228.0,18.0
2021-03-09,MI,704211,16784,2222.0,11.0
2021-03-10,MI,706762,16803,2551.0,19.0
2021-03-11,MI,709077,16816,2315.0,13.0
2021-03-12,MI,711422,16835,2345.0,19.0
2021-03-13,MI,713453,16847,2031.0,12.0
2021-03-14,MI,715465,16865,2012.0,18.0
2021-03-15,MI,718912,16887,3447.0,22.0
2021-03-16,MI,722205,16907,3293.0,20.0
2021-03-17,MI,725720,16925,3515.0,18.0
2021-03-18,MI,729191,16943,3471.0,18.0
2021-03-19,MI,732898,16961,3707.0,18.0
2021-03-20,MI,736091,16977,3193.0,16.0
2021-03-21,MI,739460,17003,3369.0,26.0
2021-03-22,MI,745213,17021,5753.0,18.0
2021-03-23,MI,750930,17045,5717.0,24.0
2021-03-24,MI,757044,17081,6114.0,36.0
2021-03-25,MI,763105,17112,6061.0,31.0
2021-03-26,MI,768951,17133,5846.0,21.0
2021-03-27,MI,773528,17161,4577.0,28.0
2021-03-28,MI,777766,17190,4238.0,29.0
2021-04-02,MI,811784,17376,6177.0,44.0
2021-04-03,MI,816930,17430,5146.0,54.0
2021-04-04,MI,821541,17478,4611.0,48.0
2021-04-10,MI,865138,17776,5208.0,45.0
2021-04-11,MI,869782,17822,4644.0,46.0
2021-04-14,MI,891313,18003,6485.0,54.0
2021-04-15,MI,897111,18078,5798.0,75.0
2021-04-16,MI,902392,18156,5281.0,78.0
2021-04-17,MI,906069,18219,3677.0,63.0
2021-04-18,MI,909446,18288,3377.0,69.0
2021-04-19,MI,915348,18360,5902.0,72.0
2021-04-20,MI,920288,18442,4940.0,82.0
2021-04-21,MI,924843,18506,4555.0,64.0
2021-04-22,MI,928950,18599,4107.0,93.0
2021-04-23,MI,932884,18686,3934.0,87.0
2021-04-24,MI,935750,18750,2866.0,64.0
2021-04-25,MI,938478,18810,2728.0,60.0
2021-04-26,MI,943226,18889,4748.0,79.0
2021-04-27,MI,947182,18954,3956.0,65.0
2021-04-28,MI,950868,19031,3686.0,77.0
2021-04-29,MI,954004,19099,3136.0,68.0
2021-04-30,MI,956837,19167,2833.0,68.0
2021-05-01,MI,959049,19228,2212.0,61.0
2021-05-02,MI,960942,19273,1893.0,45.0
2021-05-03,MI,964011,19347,3069.0,74.0
2021-05-04,MI,966542,19412,2531.0,65.0
2021-05-05,MI,968953,19462,2411.0,50.0
2021-05-06,MI,971134,19533,2181.0,71.0
2021-05-07,MI,973061,19602,1927.0,69.0
2021-05-08,MI,974489,19660,1428.0,58.0
2021-05-09,MI,975789,19718,1300.0,58.0
2021-05-10,MI,977898,19783,2109.0,65.0
2021-05-11,MI,979556,19835,1658.0,52.0
2021-05-12,MI,981206,19896,1650.0,61.0
2021-05-13,MI,982675,19953,1469.0,57.0
2021-05-14,MI,984067,20001,1392.0,48.0
2021-05-15,MI,985129,20050,1062.0,49.0
2021-05-16,MI,986030,20096,901.0,46.0
2021-05-17,MI,987515,20139,1485.0,43.0
2021-05-18,MI,988738,20186,1223.0,47.0
2021-05-19,MI,989858,20229,1120.0,43.0
2021-05-20,MI,990822,20271,964.0,42.0
2021-05-21,MI,991699,20299,877.0,28.0
2021-05-22,MI,992343,20332,644.0,33.0
2021-05-23,MI,992852,20369,509.0,37.0
2021-05-24,MI,993743,20409,891.0,40.0
2021-05-25,MI,994375,20436,632.0,27.0
2021-05-26,MI,994974,20471,599.0,35.0
2021-05-27,MI,995471,20489,497.0,18.0
2021-05-28,MI,995930,20523,459.0,34.0
2021-05-29,MI,996259,20549,329.0,26.0
2021-05-30,MI,996520,20580,261.0,31.0
2021-05-31,MI,996763,20607,243.0,27.0
2021-06-01,MI,997299,20624,536.0,17.0
2021-06-02,MI,997685,20652,386.0,28.0
2021-06-03,MI,998029,20671,344.0,19.0
2021-06-04,MI,998347,20711,318.0,40.0
2021-06-05,MI,998584,20728,237.0,17.0
2021-06-06,MI,998767,20752,183.0,24.0
2021-06-07,MI,999066,20779,299.0,27.0
2021-06-08,MI,999323,20795,257.0,16.0
2021-06-09,MI,999577,20817,254.0,22.0
2021-06-10,MI,999778,20831,201.0,14.0
2021-06-11,MI,999977,20843,199.0,12.0
2021-06-12,MI,1000137,20864,160.0,21.0
2021-06-13,MI,1000268,20875,131.0,11.0
2021-06-14,MI,1000477,20893,209.0,18.0
2021-06-15,MI,1000675,20902,198.0,9.0
2021-06-16,MI,1000859,20913,184.0,11.0
2021-06-17,MI,1001015,20926,156.0,13.0
2021-06-18,MI,1001174,20947,159.0,21.0
2021-06-19,MI,1001305,20957,131.0,10.0
2021-06-20,MI,1001407,20968,102.0,11.0
2021-06-21,MI,1001591,20979,184.0,11.0
2021-06-22,MI,1001738,20988,147.0,9.0
2021-06-23,MI,1001901,20999,163.0,11.0
2021-06-24,MI,1002041,21009,140.0,10.0
2021-06-25,MI,1002181,21017,140.0,8.0
2021-06-26,MI,1002288,21023,107.0,6.0
2021-06-27,MI,1002410,21029,122.0,6.0
2021-06-28,MI,1002611,21035,201.0,6.0
2021-06-29,MI,1002808,21040,197.0,5.0
2021-06-30,MI,1003022,21045,214.0,5.0
2021-07-01,MI,1003216,21055,194.0,10.0
2021-07-02,MI,1003427,21062,211.0,7.0
2021-07-03,MI,1003568,21063,141.0,1.0
2021-07-04,MI,1003712,21067,144.0,4.0
2021-07-05,MI,1003939,21070,227.0,3.0
2021-07-06,MI,1004221,21076,282.0,6.0
2021-07-07,MI,1004466,21088,245.0,12.0
2021-07-08,MI,1004690,21093,224.0,5.0
2021-07-09,MI,1004930,21099,240.0,6.0
2021-07-10,MI,1005121,21103,191.0,4.0
2021-07-11,MI,1005329,21108,208.0,5.0
2021-07-12,MI,1005675,21114,346.0,6.0
2021-07-13,MI,1006002,21116,327.0,2.0
2021-07-14,MI,1006327,21120,325.0,4.0
2021-07-15,MI,1006663,21125,336.0,5.0
2021-07-16,MI,1007030,21131,367.0,6.0
2021-07-17,MI,1007343,21134,313.0,3.0
2021-07-18,MI,1007660,21138,317.0,4.0
2021-07-19,MI,1008193,21145,533.0,7.0
2021-07-20,MI,1008723,21149,530.0,4.0
2021-07-21,MI,1009310,21152,587.0,3.0
2021-07-22,MI,1009892,21155,582.0,3.0
2021-07-23,MI,1010463,21161,571.0,6.0
2021-07-24,MI,1010971,21167,508.0,6.0
2021-07-25,MI,1011488,21173,517.0,6.0
2021-07-26,MI,1012244,21176,756.0,3.0
2021-07-27,MI,1013033,21186,789.0,10.0
2021-07-28,MI,1013888,21189,855.0,3.0
2021-07-29,MI,1014685,21194,797.0,5.0
2021-07-30,MI,1015474,21202,789.0,8.0
2021-07-31,MI,1016102,21205,628.0,3.0
2021-08-01,MI,1016694,21206,592.0,1.0
2021-08-02,MI,1017675,21213,981.0,7.0
2021-08-03,MI,1018569,21218,894.0,5.0
2021-08-04,MI,1019327,21222,758.0,4.0
2021-08-05,MI,1020141,21224,814.0,2.0
2021-08-06,MI,1020843,21226,702.0,2.0
2021-08-07,MI,1021305,21226,462.0,0.0
2021-08-08,MI,1021587,21227,282.0,1.0
2021-08-09,MI,1021681,21228,94.0,1.0
2021-08-10,MI,1023273,21233,1592.0,5.0
2021-08-11,MI,1025003,21252,1730.0,19.0
2021-08-12,MI,1026937,21264,1934.0,12.0
2021-08-13,MI,1028630,21284,1693.0,20.0
2021-08-14,MI,1029926,21287,1296.0,3.0
2021-08-15,MI,1031222,21290,1296.0,3.0
2021-08-16,MI,1032520,21304,1298.0,14.0
2021-08-17,MI,1034363,21328,1843.0,24.0
2021-08-18,MI,1035827,21353,1464.0,25.0
2021-08-19,MI,1038698,21369,2871.0,16.0
2021-08-20,MI,1040673,21393,1975.0,24.0
2021-08-21,MI,1042101,21394,1428.0,1.0
2021-08-22,MI,1043529,21395,1428.0,1.0
2021-08-23,MI,1044958,21405,1429.0,10.0
2021-08-24,MI,1047265,21426,2307.0,21.0
2021-08-25,MI,1050153,21446,2888.0,20.0
2021-08-26,MI,1052572,21463,2419.0,17.0
2021-08-27,MI,1054709,21520,2137.0,57.0
2021-08-28,MI,1056586,21527,1877.0,7.0
2021-08-29,MI,1058463,21534,1877.0,7.0
2021-08-30,MI,1060343,21548,1880.0,14.0
2021-08-31,MI,1062664,21562,2321.0,14.0
2021-09-01,MI,1065671,21616,3007.0,54.0
2021-09-02,MI,1068307,21627,2636.0,11.0
2021-09-03,MI,1070963,21672,2656.0,45.0
2021-09-04,MI,1072689,21676,1726.0,4.0
2021-09-05,MI,1074415,21680,1726.0,4.0
2021-09-06,MI,1076141,21684,1726.0,4.0
2021-09-07,MI,1077871,21704,1730.0,20.0
2021-09-08,MI,1081179,21758,3308.0,54.0
2021-09-09,MI,1084667,21781,3488.0,23.0
2021-09-10,MI,1088201,21821,3534.0,40.0
2021-09-11,MI,1090534,21828,2333.0,7.0
2021-09-12,MI,1092867,21835,2333.0,7.0
2021-09-13,MI,1095200,21854,2333.0,19.0
2021-09-14,MI,1098520,21873,3320.0,19.0
2021-09-15,MI,1102957,21920,4437.0,47.0
2021-09-16,MI,1106670,21941,3713.0,21.0
2021-09-17,MI,1109643,21997,2973.0,56.0
2021-09-18,MI,1112377,22005,2734.0,8.0
2021-09-19,MI,1115111,22013,2734.0,8.0
2021-09-20,MI,1117846,22034,2735.0,21.0
2021-09-21,MI,1121357,22048,3511.0,14.0
2021-09-22,MI,1125564,22127,4207.0,79.0
2021-09-23,MI,1129492,22135,3928.0,8.0
2021-09-24,MI,1132651,22214,3159.0,79.0
2021-09-25,MI,1135556,22220,2905.0,6.0
2021-09-26,MI,1138461,22226,2905.0,6.0
2021-09-27,MI,1141370,22244,2909.0,18.0
2021-09-28,MI,1145328,22275,3958.0,31.0
2021-09-29,MI,1150064,22355,4736.0,80.0
2021-09-30,MI,1154648,22365,4584.0,10.0
2021-10-01,MI,1159422,22439,4774.0,74.0
2021-10-02,MI,1162693,22453,3271.0,14.0
2021-10-03,MI,1165964,22467,3271.0,14.0
